title,price,available,rating,upc,url,category
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,19,3,5674a18a29a43ced,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Food and Drink
Chase Me (Paris Nights #2),25.27,19,5,c2e46a2ee3b4a322,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Romance
Black Dust,34.53,19,5,00bfed9e18bb36f3,https://books.toscrape.com/catalogue/black-dust_976/index.html,Romance
Birdsong: A Story in Pictures,54.64,19,3,9528d0948525bf5f,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Childrens
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,19,3,c7d160c2c0de586f,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Default
Aladdin and His Wonderful Lamp,53.13,19,3,904208d6aa64b655,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Default
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,18,5,4c28def39d850cdf,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Nonfiction
Wall and Piece,44.18,18,4,ccd9ffa25efabdea,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Art
The Four Agreements: A Practical Guide to Personal Freedom,17.66,18,5,6258a1f6a6dcfe50,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,Spirituality
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,18,3,3c039985229453bf,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,Nonfiction
The Elephant Tree,23.82,18,5,5dada2b7be26bd03,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,Thriller
The Bear and the Piano,36.89,18,1,9f6568e9c95f60b0,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,Childrens
Sophie's World,15.94,18,5,6be3beb0793a53e7,https://books.toscrape.com/catalogue/sophies-world_966/index.html,Philosophy
Penny Maybe,33.29,18,3,668fe56b17cfcd4f,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,Default
Maude (1883-1993):She Grew Up with the country,18.02,18,2,094b269567e1c300,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,Default
"In a Dark, Dark Wood",19.63,18,1,19ed25f4641d5efd,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,Mystery
Behind Closed Doors,52.22,18,4,be5cc846f45496fb,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,Thriller
You can't bury them all: Poems,33.63,17,2,55f9da0c5eea2e10,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,Poetry
Slow States of Collapse: Poems,57.31,17,3,b4fd5943413e089a,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Poetry
Reasons to Stay Alive,26.41,17,2,c8f7f0cb1abb9cac,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Nonfiction
Private Paris (Private #10),47.61,17,5,b12b89017878a60d,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Fiction
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,17,5,c27f6e1f185b0383,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,Nonfiction
Without Borders (Wanderlove #1),45.07,16,2,acddfeab2a407640,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,New Adult
When We Collided,31.77,16,1,3ecb690d1542c568,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,Contemporary
"We Love You, Charlie Freeman",50.27,16,5,8d455c7539795d2a,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,Fiction
Untitled Collection: Sabbath Poems 2014,14.27,16,4,657fe5ead67a7767,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Poetry
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,16,4,d170b5a0da46380e,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,Nonfiction
Unicorn Tracks,18.78,16,3,7ae099f3898e0209,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Fantasy
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,16,1,9a9d6e9bc555731e,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,History
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,16,1,09555be379ad9253,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,Sequential Art
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,16,3,7858914fad68493c,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Nonfiction
This One Summer,19.49,16,4,51653ef291ab7ddc,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,Sequential Art
Thirst,17.27,16,5,709822d0b5bcb7f4,https://books.toscrape.com/catalogue/thirst_946/index.html,Fiction
The Torch Is Passed: A Harding Family Story,19.09,16,1,4eed62cf5f8d8edf,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,Add a comment
The Secret of Dreadwillow Carse,56.13,16,1,b5ea0b5dabed25a8,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,Childrens
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,16,1,142d767a56a9254d,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,Food and Drink
The Past Never Ends,56.5,16,4,5ee94540d0749ea0,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,Mystery
The Natural History of Us (The Fine Art of Pretending #2),45.22,16,3,cedf82b5086e4691,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,Young Adult
The Nameless City (The Nameless City #1),38.16,16,4,7d385d34d12e60ff,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,Sequential Art
The Murder That Never Was (Forensic Instincts #5),54.11,16,3,d01ac97e2b8947c2,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,Fiction
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,16,4,aadee1c326d286e3,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,Science
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,16,4,31075275518532d7,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,Add a comment
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,16,3,0da9aa9d24677fc0,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,Nonfiction
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,16,5,8c9e6bf2467d740d,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,Default
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,16,1,acd86a5426e21ca0,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,Nonfiction
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,16,1,a30b270e25489e5c,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,Nonfiction
The Death of Humanity: and the Case for Life,58.11,16,4,bd261725b99f5983,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,Philosophy
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,16,3,43c6a960757cf559,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,Health
The Art Forger,40.76,16,3,80cfab6bcff3a244,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,Add a comment
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,16,1,a3d2a4250807f1e9,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,History
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,16,5,7d6d2a6c0276f81b,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,Spirituality
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,16,4,87b0615b6e1f4d7b,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Nonfiction
Soul Reader,39.58,16,2,e6af5bf1163c1151,https://books.toscrape.com/catalogue/soul-reader_926/index.html,Default
Security,39.25,16,2,6f78a0d744c35456,https://books.toscrape.com/catalogue/security_925/index.html,Horror
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,16,3,c849f0b2f5d6a742,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,Fantasy
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,16,2,53a3d11bb568cc8b,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,Sequential Art
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,16,2,d7310206583a54b6,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Nonfiction
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,16,3,c82a3e358c773c73,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,Sequential Art
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,16,5,0fa6dceead7ce47a,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,Sequential Art
Princess Between Worlds (Wide-Awake Princess #5),13.34,16,5,0e691eda369f4e09,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,Fantasy
"Pop Gun War, Volume 1: Gift",18.97,16,1,e80f8e518b300dfe,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,Sequential Art
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,16,2,7392c0032f92d816,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,History
Patience,10.16,16,3,9429b4d59c537af5,https://books.toscrape.com/catalogue/patience_916/index.html,Sequential Art
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,16,4,889139b8e9c4cb36,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,Sequential Art
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,16,1,11809b1d323b3057,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,Sequential Art
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,16,1,9ffa38d3b832433a,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Self Help
On a Midnight Clear,14.07,16,3,b757c0c361e689ce,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,Add a comment
Obsidian (Lux #1),14.86,16,2,3c346ab1e76ae1f6,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,Young Adult
My Paris Kitchen: Recipes and Stories,33.37,16,2,784bc2279baa878d,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,Food and Drink
Masks and Shadows,56.4,16,2,fa9610a50a1bf149,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,Fantasy
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,16,4,72f9d5be3472d34e,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,Food and Drink
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,16,2,460089f796fb3f82,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,Sequential Art
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,16,3,b6ee99bcf06fc91f,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,Sequential Art
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,16,2,57e5a4d515c8ce44,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Sequential Art
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,16,1,7b75cc7f223791f4,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,Food and Drink
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,16,2,228f74b74f3a08ae,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Add a comment
Join,35.67,16,5,18ad3ed896c7ce05,https://books.toscrape.com/catalogue/join_902/index.html,Science Fiction
In the Country We Love: My Family Divided,22.0,16,4,b136b1b180ca753a,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,Nonfiction
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,16,5,e4f74c16de34d440,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Science
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,16,2,8d4eefad7a2b3915,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,Sequential Art
I am a Hero Omnibus Volume 1,54.63,16,3,1c89ae5bb804e4de,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,Sequential Art
How to Be Miserable: 40 Strategies You Already Use,46.03,16,1,a6f99b9e687f9d46,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,Self Help
Her Backup Boyfriend (The Sorensen Family #1),33.97,16,1,2a97cffe61c3c4c7,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Romance
"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,16,2,f2df3bb043a8abb0,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,Sequential Art
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,16,3,9beb96a2300109d7,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Historical Fiction
First and First (Five Boroughs #3),15.97,16,4,9e28048cea8d41f7,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,Romance
Fifty Shades Darker (Fifty Shades #2),21.96,16,1,7add3f8e49ec0826,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Romance
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,16,2,311c0dd0e354a33e,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Nonfiction
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,16,2,fce19f9b4a943f22,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,Religion
Danganronpa Volume 1,51.99,16,4,09b6cc87e62c2c58,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Sequential Art
Crown of Midnight (Throne of Glass #2),43.29,16,3,7267864328ae8b9d,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,Fantasy
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,16,4,8754c83ab2a7ae71,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,Sequential Art
Camp Midnight,17.08,16,4,7b599c8bfcdd8d30,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,Sequential Art
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,16,5,bee3672891cca906,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Nonfiction
Burning,28.81,16,3,5ceb951f629700a2,https://books.toscrape.com/catalogue/burning_884/index.html,Young Adult
Bossypants,49.46,16,2,74baabfc8fd84b38,https://books.toscrape.com/catalogue/bossypants_883/index.html,Default
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,16,2,bdf415fd484ea8a7,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,Sequential Art
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,16,2,6d5300b2d8f37e07,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,Fantasy
Algorithms to Live By: The Computer Science of Human Decisions,30.81,16,1,38d45839cb1c83c1,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,Nonfiction
A World of Flavor: Your Gluten Free Passport,42.95,16,1,70ed59f194b3c556,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,Default
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,16,5,8a380641491d43ed,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,Default
A Murder in Time,16.64,16,1,f733e8c19d40ec2e,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,Mystery
A Flight of Arrows (The Pathfinders #2),55.53,16,5,3a6fb983e2554023,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,Historical Fiction
A Fierce and Subtle Poison,28.13,16,4,842790dfaa937484,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,Young Adult
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,16,1,01d2001ac1e6f8a3,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,Fantasy
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,16,5,e4ac92d89b946781,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,Christian
You Are What You Love: The Spiritual Power of Habit,21.87,15,4,796c87ddbbaaf8c5,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,Religion
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,15,4,9270575728a13a61,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,Science Fiction
Tuesday Nights in 1980,21.04,15,2,b8736690cf263a3c,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Fiction
Tracing Numbers on a Train,41.6,15,3,d7d6d50c1e3d0b81,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Default
Throne of Glass (Throne of Glass #1),35.07,15,3,590a9cccf7db9f7d,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,Fantasy
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,15,1,de3f25248ba0789f,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,History
Thirteen Reasons Why,52.72,15,1,bc2a85fd35fdc7bd,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Default
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,15,4,37c0cb19713d8dda,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,Childrens
The Wedding Dress,24.12,15,1,623e1a180426039b,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,Romance
The Vacationers,42.15,15,4,fd3a622648667296,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,Fiction
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,15,5,3bebf34ee9330cbd,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,Business
The Stranger,17.44,15,4,f5a92cff83897d48,https://books.toscrape.com/catalogue/the-stranger_861/index.html,Philosophy
The Shadow Hero (The Shadow Hero),33.14,15,1,d6361d16212664ed,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,Sequential Art
The Secret (The Secret #1),27.37,15,4,961f18db4f138211,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,Default
The Regional Office Is Under Attack!,51.36,15,5,0651062381f0636a,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,Fiction
The Psychopath Test: A Journey Through the Madness Industry,36.0,15,2,e98a4efa85070c2f,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,Default
The Project,10.65,15,1,790ef197c8f236f5,https://books.toscrape.com/catalogue/the-project_856/index.html,Science Fiction
The Power of Now: A Guide to Spiritual Enlightenment,43.54,15,2,8ec14b1576cb7cb5,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,Nonfiction
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,15,2,209adad1015af86f,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,Nonfiction
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,15,5,e4c7f3487d17fd42,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,Food and Drink
The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,15,4,c7b5183f4d1d4efe,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,Mystery
The Mistake (Off-Campus #2),43.29,15,3,99ff4cc6491e8f5c,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,15,1,08db62f24627e71f,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,New Adult
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,15,2,e28e330cbdf01126,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,Food and Drink
